frame,object_id,x,y,w,h,confidence,class_id,visibility
6074,3,1,719,45,122,1,1,1
6075,3,1,721,45,121,1,1,1
6076,3,0,722,45,120,1,1,1
6077,3,0,723,43,120,1,1,1
6078,3,0,724,41,119,1,1,1
6079,3,0,724,40,121,1,1,1
6080,3,0,726,40,120,1,1,1
6081,3,0,728,38,118,1,1,1
6082,3,0,729,36,118,1,1,1
6084,3,0,730,31,117,1,1,1
6086,3,0,734,26,113,1,1,1
6087,3,0,736,25,113,1,1,1
6088,3,0,740,23,109,1,1,1
6090,3,0,750,20,100,1,1,1
6093,3,0,759,13,92,1,1,1
6094,3,0,762,13,88,1,1,1
7130,3,429,445,41,74,1,1,1
7131,3,428,445,42,75,1,1,1
7132,3,427,445,40,75,1,1,1
7133,3,427,445,36,75,1,1,1
7134,3,426,448,35,72,1,1,1
7135,3,425,447,31,73,1,1,1
7136,3,424,446,34,74,1,1,1
7137,3,422,446,31,73,1,1,1
7138,3,420,444,33,75,1,1,1
7139,3,416,445,34,74,1,1,1
7140,3,415,442,31,76,1,1,1
7141,3,415,448,27,71,1,1,1
7142,3,413,448,28,71,1,1,1
7143,3,410,451,31,70,1,1,1
7144,3,406,454,36,66,1,1,1
7145,3,403,459,39,61,1,1,1
7146,3,402,457,39,64,1,1,1
7147,3,400,450,41,70,1,1,1
7148,3,399,457,40,63,1,1,1
7149,3,398,454,35,65,1,1,1
7150,3,396,446,29,72,1,1,1
7151,3,395,446,30,73,1,1,1
7159,3,373,447,38,72,1,1,1
7160,3,371,448,38,72,1,1,1
7161,3,370,448,38,72,1,1,1
7162,3,370,448,37,71,1,1,1
7163,3,370,449,36,71,1,1,1
7164,3,369,449,34,70,1,1,1
7169,3,365,446,27,74,1,1,1
7170,3,365,447,26,73,1,1,1
7171,3,362,449,27,70,1,1,1
7172,3,361,449,27,70,1,1,1
7173,3,359,448,28,72,1,1,1
7174,3,357,448,29,72,1,1,1
7175,3,355,446,30,73,1,1,1
7176,3,354,446,30,72,1,1,1
7177,3,352,447,31,71,1,1,1
7178,3,352,448,31,70,1,1,1
7179,3,351,447,32,71,1,1,1
7180,3,351,447,31,72,1,1,1
7181,3,350,447,32,72,1,1,1
7182,3,349,448,32,71,1,1,1
7183,3,348,448,31,71,1,1,1
7184,3,348,447,29,71,1,1,1
7185,3,347,446,29,71,1,1,1
7186,3,346,445,30,72,1,1,1
7187,3,345,444,30,72,1,1,1
7188,3,344,444,30,72,1,1,1
7189,3,343,444,30,72,1,1,1
7190,3,343,444,30,72,1,1,1
7191,3,343,444,30,71,1,1,1
7192,3,343,443,30,72,1,1,1
7193,3,343,443,30,72,1,1,1
7194,3,343,443,30,72,1,1,1
7195,3,344,443,29,72,1,1,1
7196,3,343,443,30,72,1,1,1
7197,3,343,443,30,72,1,1,1
7198,3,343,443,30,72,1,1,1
7199,3,343,442,30,72,1,1,1
7200,3,343,442,29,72,1,1,1
7201,3,342,442,30,72,1,1,1
7202,3,341,441,31,72,1,1,1
7203,3,341,441,32,72,1,1,1
7204,3,341,441,32,72,1,1,1
7205,3,340,441,33,71,1,1,1
7206,3,341,441,33,71,1,1,1
7207,3,341,441,33,71,1,1,1
7208,3,341,441,33,71,1,1,1
7209,3,341,441,34,71,1,1,1
7210,3,341,440,34,72,1,1,1
7211,3,341,441,34,71,1,1,1
7212,3,343,441,32,70,1,1,1
7213,3,342,440,33,72,1,1,1
7214,3,344,440,31,71,1,1,1
7215,3,344,440,32,70,1,1,1
7216,3,345,440,32,69,1,1,1
7217,3,347,441,30,67,1,1,1
7218,3,349,441,28,66,1,1,1
7219,3,349,442,29,65,1,1,1
7220,3,350,442,29,65,1,1,1
7221,3,351,441,28,65,1,1,1
7222,3,352,441,27,65,1,1,1
7223,3,353,442,27,64,1,1,1
7224,3,354,440,27,66,1,1,1
7225,3,354,441,28,65,1,1,1
7226,3,355,441,29,65,1,1,1
7227,3,356,442,29,64,1,1,1
7228,3,357,442,28,64,1,1,1
7229,3,357,442,30,64,1,1,1
7230,3,357,442,31,64,1,1,1
7231,3,357,443,33,63,1,1,1
7232,3,358,444,34,62,1,1,1
7233,3,360,442,33,62,1,1,1
8085,3,106,583,35,105,1,1,1
8086,3,106,582,34,105,1,1,1
8087,3,104,583,35,102,1,1,1
8088,3,104,587,34,97,1,1,1
8089,3,104,589,32,95,1,1,1
8095,3,90,587,41,104,1,1,1
8096,3,91,587,39,95,1,1,1
8097,3,89,587,41,99,1,1,1
8098,3,87,586,42,101,1,1,1
8099,3,84,588,45,98,1,1,1
8100,3,86,590,41,97,1,1,1
8101,3,86,590,41,95,1,1,1
8102,3,80,589,45,97,1,1,1
8103,3,83,590,41,97,1,1,1
8104,3,86,592,35,93,1,1,1
8105,3,82,593,38,93,1,1,1
8106,3,78,595,40,92,1,1,1
8107,3,83,596,34,90,1,1,1
8108,3,81,596,35,95,1,1,1
8109,3,78,595,39,98,1,1,1
8110,3,78,596,37,95,1,1,1
8111,3,69,596,45,101,1,1,1
8112,3,66,597,46,105,1,1,1
8113,3,65,597,46,103,1,1,1
8114,3,63,597,47,109,1,1,1
8115,3,62,597,47,108,1,1,1
8116,3,66,598,42,111,1,1,1
8117,3,60,598,47,112,1,1,1
8118,3,61,599,45,110,1,1,1
8119,3,62,600,43,109,1,1,1
8120,3,62,601,42,108,1,1,1
8121,3,61,601,42,105,1,1,1
8122,3,61,602,40,102,1,1,1
8123,3,61,603,39,102,1,1,1
8124,3,59,602,40,105,1,1,1
8125,3,62,603,37,105,1,1,1
8126,3,62,605,37,105,1,1,1
8127,3,58,606,39,104,1,1,1
8128,3,56,605,41,106,1,1,1
8129,3,56,607,40,104,1,1,1
8130,3,56,608,39,106,1,1,1
8131,3,55,608,39,105,1,1,1
8132,3,55,609,38,103,1,1,1
8133,3,57,608,36,103,1,1,1
8134,3,54,609,37,101,1,1,1
8135,3,56,608,33,101,1,1,1
8136,3,52,607,35,104,1,1,1
8137,3,47,608,39,107,1,1,1
8138,3,46,609,39,108,1,1,1
8139,3,44,610,40,110,1,1,1
8140,3,43,611,39,108,1,1,1
8141,3,41,612,40,107,1,1,1
8142,3,39,613,38,107,1,1,1
8143,3,37,615,38,107,1,1,1
8144,3,38,615,36,108,1,1,1
8145,3,37,616,35,110,1,1,1
8146,3,37,616,33,113,1,1,1
8147,3,33,617,36,112,1,1,1
8148,3,30,618,39,111,1,1,1
8149,3,28,618,40,112,1,1,1
8150,3,28,619,40,111,1,1,1
8151,3,28,619,40,112,1,1,1
8152,3,24,620,45,110,1,1,1
8153,3,24,620,45,109,1,1,1
8154,3,24,620,44,109,1,1,1
8155,3,22,620,45,110,1,1,1
8156,3,20,620,44,109,1,1,1
8157,3,20,621,43,108,1,1,1
8158,3,17,621,45,109,1,1,1
8159,3,17,622,43,107,1,1,1
8160,3,23,626,37,104,1,1,1
8161,3,19,626,40,104,1,1,1
8162,3,14,626,43,104,1,1,1
8163,3,13,626,43,105,1,1,1
8164,3,10,626,45,107,1,1,1
8165,3,8,626,46,108,1,1,1
8166,3,9,626,43,106,1,1,1
8167,3,6,628,44,105,1,1,1
8168,3,6,628,43,107,1,1,1
8169,3,6,630,41,105,1,1,1
8170,3,3,631,42,105,1,1,1
8171,3,1,631,40,105,1,1,1
8172,3,0,631,40,106,1,1,1
8173,3,0,631,39,105,1,1,1
8174,3,0,632,38,105,1,1,1
8175,3,0,635,36,102,1,1,1
8176,3,0,637,38,104,1,1,1
8177,3,0,635,39,105,1,1,1
8178,3,0,637,38,114,1,1,1
8179,3,0,637,40,119,1,1,1
8180,3,0,635,40,122,1,1,1
8181,3,0,639,37,120,1,1,1
8182,3,0,641,38,117,1,1,1
8183,3,0,641,38,116,1,1,1
8184,3,0,642,38,106,1,1,1
8185,3,0,642,33,108,1,1,1
8186,3,0,645,31,102,1,1,1
8187,3,0,648,28,101,1,1,1
8188,3,0,649,26,96,1,1,1
8189,3,0,648,23,95,1,1,1
8190,3,0,648,21,98,1,1,1
8191,3,0,651,20,97,1,1,1
8192,3,0,650,19,103,1,1,1
8193,3,0,652,18,102,1,1,1
8194,3,0,652,18,102,1,1,1
8195,3,0,654,18,99,1,1,1
8196,3,0,657,16,97,1,1,1
8197,3,0,659,15,94,1,1,1
8198,3,0,661,15,91,1,1,1
8199,3,0,663,15,82,1,1,1
8200,3,0,663,15,79,1,1,1
8201,3,0,663,14,61,1,1,1
8202,3,0,664,14,61,1,1,1
8203,3,0,665,14,62,1,1,1
8204,3,0,665,14,60,1,1,1
7605,46,358,446,25,76,1,1,1
7606,46,359,447,24,75,1,1,1
7607,46,357,445,25,77,1,1,1
7608,46,357,446,25,75,1,1,1
7609,46,357,446,26,75,1,1,1
7610,46,351,443,32,78,1,1,1
7611,46,352,440,31,82,1,1,1
7612,46,346,438,37,85,1,1,1
7613,46,350,440,33,83,1,1,1
7614,46,355,443,28,79,1,1,1
7615,46,355,445,29,78,1,1,1
7616,46,357,446,27,76,1,1,1
7617,46,353,444,31,78,1,1,1
7618,46,349,443,35,80,1,1,1
7619,46,355,446,29,77,1,1,1
7620,46,360,449,24,74,1,1,1
7621,46,361,451,23,72,1,1,1
7622,46,362,452,22,71,1,1,1
7623,46,362,452,22,71,1,1,1
7624,46,362,453,22,70,1,1,1
7625,46,362,454,22,69,1,1,1
7626,46,363,455,20,68,1,1,1
7627,46,363,456,21,67,1,1,1
7628,46,364,455,20,68,1,1,1
7629,46,364,455,21,68,1,1,1
7630,46,365,456,21,68,1,1,1
7631,46,365,456,21,68,1,1,1
7632,46,365,457,21,67,1,1,1
7633,46,366,458,21,66,1,1,1
7634,46,367,459,23,66,1,1,1
7635,46,367,459,26,66,1,1,1
7636,46,367,459,29,66,1,1,1
7637,46,367,457,30,68,1,1,1
7638,46,368,457,28,68,1,1,1
7639,46,368,457,27,68,1,1,1
7640,46,369,455,30,70,1,1,1
7641,46,370,458,32,67,1,1,1
7642,46,370,456,34,69,1,1,1
7643,46,370,457,34,69,1,1,1
7644,46,370,457,33,69,1,1,1
7645,46,371,456,32,70,1,1,1
7646,46,371,458,32,68,1,1,1
7647,46,371,458,32,68,1,1,1
7648,46,371,459,31,67,1,1,1
7649,46,371,460,31,66,1,1,1
7650,46,371,460,31,66,1,1,1
7651,46,371,460,32,67,1,1,1
7652,46,370,459,33,68,1,1,1
7653,46,371,458,32,69,1,1,1
7654,46,371,457,32,71,1,1,1
7655,46,370,458,34,70,1,1,1
7656,46,370,459,35,70,1,1,1
7657,46,370,459,37,71,1,1,1
7658,46,370,458,38,72,1,1,1
7659,46,370,459,38,72,1,1,1
7674,46,394,463,29,70,1,1,1
7675,46,395,464,28,69,1,1,1
7676,46,395,465,29,68,1,1,1
7677,46,396,465,27,68,1,1,1
7678,46,395,465,29,69,1,1,1
7679,46,396,465,28,69,1,1,1
7680,46,396,464,28,70,1,1,1
7681,46,396,464,29,70,1,1,1
7682,46,397,463,28,71,1,1,1
7683,46,397,463,28,71,1,1,1
7684,46,397,464,28,70,1,1,1
7685,46,399,462,26,72,1,1,1
7709,46,412,474,21,67,1,1,1
7710,46,413,475,19,66,1,1,1
7711,46,413,476,19,66,1,1,1
7712,46,413,476,19,66,1,1,1
7713,46,413,476,19,66,1,1,1
7714,46,413,476,19,67,1,1,1
7715,46,411,474,20,69,1,1,1
7716,46,410,474,21,70,1,1,1
7717,46,410,473,21,71,1,1,1
7718,46,407,474,23,70,1,1,1
7719,46,406,474,24,70,1,1,1
7720,46,406,475,24,69,1,1,1
7721,46,406,471,25,73,1,1,1
7722,46,405,470,27,74,1,1,1
7723,46,404,469,27,75,1,1,1
7724,46,405,470,26,74,1,1,1
7725,46,405,470,26,74,1,1,1
7726,46,404,469,27,76,1,1,1
7727,46,404,468,27,78,1,1,1
7728,46,403,471,28,75,1,1,1
7729,46,404,469,27,78,1,1,1
7730,46,402,472,28,75,1,1,1
7731,46,402,474,27,74,1,1,1
7732,46,400,475,28,73,1,1,1
7733,46,400,476,28,72,1,1,1
7734,46,400,476,27,72,1,1,1
7735,46,400,483,27,65,1,1,1
7736,46,400,484,27,64,1,1,1
7737,46,397,480,30,69,1,1,1
7738,46,396,479,30,70,1,1,1
7739,46,390,475,33,75,1,1,1
7740,46,387,476,34,74,1,1,1
7741,46,387,475,33,75,1,1,1
7742,46,388,476,31,74,1,1,1
7743,46,387,477,30,72,1,1,1
7744,46,388,476,29,73,1,1,1
7745,46,387,478,27,71,1,1,1
7746,46,386,476,28,73,1,1,1
7747,46,386,475,28,75,1,1,1
7748,46,386,470,30,80,1,1,1
7749,46,386,471,30,79,1,1,1
7750,46,386,470,29,81,1,1,1
7751,46,385,471,29,81,1,1,1
7752,46,385,472,28,79,1,1,1
7753,46,385,472,28,79,1,1,1
7754,46,384,470,28,83,1,1,1
7755,46,383,468,28,86,1,1,1
7756,46,381,467,29,87,1,1,1
7757,46,382,468,28,87,1,1,1
7758,46,382,469,29,87,1,1,1
7759,46,382,469,28,86,1,1,1
7760,46,383,470,28,85,1,1,1
7761,46,383,470,28,86,1,1,1
7762,46,383,469,26,85,1,1,1
7763,46,382,470,27,84,1,1,1
7764,46,379,468,31,86,1,1,1
7765,46,379,469,30,86,1,1,1
7766,46,380,473,29,83,1,1,1
7767,46,379,472,30,84,1,1,1
7768,46,378,472,30,84,1,1,1
7769,46,379,473,28,82,1,1,1
7770,46,378,472,28,83,1,1,1
7771,46,377,472,29,83,1,1,1
7772,46,377,471,28,84,1,1,1
7773,46,376,471,28,84,1,1,1
7774,46,375,473,29,83,1,1,1
7775,46,375,474,28,81,1,1,1
7776,46,374,475,28,80,1,1,1
7777,46,373,473,29,83,1,1,1
7778,46,372,473,29,83,1,1,1
7779,46,372,472,29,84,1,1,1
7780,46,372,473,28,83,1,1,1
7781,46,372,473,28,84,1,1,1
7782,46,372,475,27,82,1,1,1
7783,46,371,476,29,81,1,1,1
7784,46,371,475,29,81,1,1,1
7785,46,369,475,30,83,1,1,1
7786,46,368,475,31,84,1,1,1
7787,46,368,475,31,85,1,1,1
7788,46,369,474,30,85,1,1,1
7789,46,369,474,29,84,1,1,1
7790,46,368,473,30,85,1,1,1
7791,46,365,474,32,85,1,1,1
7792,46,363,474,34,86,1,1,1
7793,46,368,474,30,81,1,1,1
7794,46,368,475,30,77,1,1,1
7795,46,365,475,32,83,1,1,1
7796,46,368,474,29,78,1,1,1
7797,46,369,474,28,75,1,1,1
7798,46,364,476,31,81,1,1,1
7799,46,362,478,33,81,1,1,1
7800,46,365,476,30,81,1,1,1
7801,46,362,475,32,85,1,1,1
7802,46,362,476,30,84,1,1,1
7803,46,362,476,29,85,1,1,1
7804,46,364,475,26,79,1,1,1
7805,46,361,475,28,81,1,1,1
7806,46,359,475,29,83,1,1,1
7807,46,352,475,35,86,1,1,1
7808,46,355,474,31,85,1,1,1
7809,46,354,474,30,86,1,1,1
7810,46,350,474,33,88,1,1,1
7811,46,353,474,29,89,1,1,1
7812,46,351,475,30,89,1,1,1
7813,46,350,474,30,89,1,1,1
7814,46,354,474,27,88,1,1,1
7815,46,354,475,27,84,1,1,1
7816,46,353,475,29,82,1,1,1
7817,46,353,476,28,80,1,1,1
7818,46,353,477,26,76,1,1,1
7819,46,352,479,27,75,1,1,1
7820,46,351,481,27,74,1,1,1
7821,46,352,482,26,75,1,1,1
7822,46,351,483,27,75,1,1,1
7823,46,350,483,28,77,1,1,1
7824,46,350,483,27,77,1,1,1
7825,46,348,482,30,79,1,1,1
7826,46,348,482,32,79,1,1,1
7827,46,347,482,32,78,1,1,1
7828,46,345,482,31,77,1,1,1
7829,46,344,482,32,76,1,1,1
7830,46,342,484,30,74,1,1,1
7831,46,342,484,29,75,1,1,1
7832,46,341,484,29,76,1,1,1
7833,46,340,484,30,76,1,1,1
7834,46,339,484,31,76,1,1,1
7835,46,339,485,31,74,1,1,1
7836,46,338,486,31,73,1,1,1
7837,46,338,486,30,74,1,1,1
7838,46,339,487,29,74,1,1,1
7839,46,338,486,30,75,1,1,1
7840,46,336,486,30,74,1,1,1
7841,46,334,486,31,76,1,1,1
7842,46,333,486,30,77,1,1,1
7843,46,333,486,29,78,1,1,1
7844,46,332,485,29,79,1,1,1
7845,46,331,485,29,80,1,1,1
7846,46,331,485,29,81,1,1,1
7847,46,331,486,28,80,1,1,1
7848,46,330,485,28,82,1,1,1
7849,46,328,490,29,75,1,1,1
7850,46,328,491,28,76,1,1,1
7851,46,327,492,28,75,1,1,1
7852,46,327,494,27,75,1,1,1
7853,46,326,495,27,73,1,1,1
7854,46,325,493,28,75,1,1,1
7855,46,325,494,27,75,1,1,1
7856,46,324,494,27,75,1,1,1
7857,46,323,493,28,76,1,1,1
7858,46,323,493,28,76,1,1,1
7859,46,323,494,28,75,1,1,1
7860,46,320,495,30,75,1,1,1
7861,46,319,495,31,74,1,1,1
7862,46,318,496,32,74,1,1,1
7863,46,318,496,32,74,1,1,1
7864,46,317,496,30,75,1,1,1
7865,46,315,496,30,76,1,1,1
7866,46,315,496,29,76,1,1,1
7867,46,314,497,29,78,1,1,1
7868,46,313,500,29,77,1,1,1
7869,46,313,500,29,76,1,1,1
7870,46,314,500,28,77,1,1,1
7871,46,314,501,27,77,1,1,1
7872,46,312,500,28,79,1,1,1
7873,46,311,500,29,79,1,1,1
7874,46,311,500,28,80,1,1,1
7875,46,309,499,30,82,1,1,1
7876,46,309,499,29,82,1,1,1
7877,46,309,502,29,78,1,1,1
7878,46,307,502,29,78,1,1,1
7879,46,307,500,30,79,1,1,1
7880,46,306,500,31,80,1,1,1
7881,46,306,501,29,79,1,1,1
7882,46,305,503,28,76,1,1,1
7883,46,306,504,26,77,1,1,1
7884,46,306,507,24,72,1,1,1
7885,46,306,505,25,77,1,1,1
7886,46,305,505,27,78,1,1,1
7887,46,305,508,26,75,1,1,1
7888,46,305,511,24,73,1,1,1
7889,46,303,512,26,72,1,1,1
7890,46,302,512,28,72,1,1,1
7891,46,301,512,29,72,1,1,1
7892,46,301,512,28,73,1,1,1
7893,46,301,512,28,73,1,1,1
7894,46,300,513,28,72,1,1,1
7895,46,300,514,30,71,1,1,1
7896,46,300,513,30,73,1,1,1
7897,46,297,512,33,75,1,1,1
7898,46,297,513,32,75,1,1,1
7899,46,299,513,30,75,1,1,1
7900,46,298,513,31,76,1,1,1
7901,46,297,514,32,76,1,1,1
7902,46,296,517,33,73,1,1,1
7903,46,295,518,34,72,1,1,1
7904,46,296,519,32,71,1,1,1
7905,46,291,519,35,72,1,1,1
7906,46,289,520,35,72,1,1,1
7907,46,289,520,35,73,1,1,1
7908,46,286,521,32,72,1,1,1
7909,46,288,523,29,71,1,1,1
7910,46,286,521,34,73,1,1,1
7911,46,285,521,36,73,1,1,1
7912,46,285,521,37,74,1,1,1
7913,46,285,521,37,75,1,1,1
7914,46,285,520,31,77,1,1,1
7915,46,285,522,31,75,1,1,1
7916,46,287,523,27,74,1,1,1
7917,46,287,524,26,77,1,1,1
7918,46,286,522,26,80,1,1,1
7919,46,284,524,27,77,1,1,1
7920,46,284,522,28,78,1,1,1
7921,46,283,522,28,79,1,1,1
7922,46,282,522,30,80,1,1,1
7923,46,281,522,30,80,1,1,1
7924,46,280,520,31,82,1,1,1
7925,46,278,521,33,80,1,1,1
7926,46,277,522,33,80,1,1,1
7927,46,277,523,32,80,1,1,1
7928,46,276,524,33,80,1,1,1
7929,46,274,525,35,79,1,1,1
7930,46,274,523,33,82,1,1,1
7931,46,274,524,33,82,1,1,1
7932,46,272,526,35,80,1,1,1
7933,46,271,529,35,77,1,1,1
7934,46,272,529,33,76,1,1,1
7935,46,271,529,33,76,1,1,1
7936,46,268,531,36,75,1,1,1
7937,46,264,530,39,78,1,1,1
7938,46,265,529,37,80,1,1,1
7939,46,265,529,36,80,1,1,1
7940,46,263,529,37,80,1,1,1
7941,46,263,529,35,80,1,1,1
7942,46,262,529,34,81,1,1,1
7943,46,262,529,33,81,1,1,1
7944,46,261,529,32,82,1,1,1
7945,46,259,528,33,85,1,1,1
7946,46,259,529,32,84,1,1,1
7947,46,259,530,32,84,1,1,1
7948,46,259,531,31,85,1,1,1
7949,46,258,530,31,86,1,1,1
7950,46,259,533,29,83,1,1,1
7951,46,256,532,32,85,1,1,1
7952,46,254,532,34,86,1,1,1
7953,46,254,533,33,86,1,1,1
7954,46,251,535,35,85,1,1,1
7955,46,250,537,37,84,1,1,1
7956,46,250,537,36,85,1,1,1
7957,46,251,536,34,86,1,1,1
7958,46,248,540,36,82,1,1,1
7959,46,247,536,37,85,1,1,1
7960,46,246,537,38,83,1,1,1
7961,46,245,536,38,85,1,1,1
7962,46,244,536,38,87,1,1,1
7963,46,243,538,37,85,1,1,1
7964,46,241,537,37,89,1,1,1
7965,46,241,537,36,90,1,1,1
7966,46,241,537,35,91,1,1,1
7967,46,240,536,35,91,1,1,1
7968,46,239,540,35,86,1,1,1
7969,46,239,545,36,83,1,1,1
7970,46,237,546,37,82,1,1,1
7971,46,239,548,34,80,1,1,1
7972,46,240,549,32,79,1,1,1
7973,46,237,550,33,79,1,1,1
7974,46,236,549,33,79,1,1,1
7975,46,235,548,33,81,1,1,1
7976,46,233,547,34,83,1,1,1
7977,46,234,546,33,86,1,1,1
7978,46,234,545,32,89,1,1,1
7979,46,234,548,32,86,1,1,1
7980,46,233,550,32,87,1,1,1
7981,46,232,549,32,90,1,1,1
7982,46,230,548,33,90,1,1,1
7983,46,230,550,33,90,1,1,1
7984,46,225,547,38,95,1,1,1
7985,46,224,551,38,91,1,1,1
7986,46,223,553,39,88,1,1,1
7987,46,222,551,39,91,1,1,1
7988,46,220,549,41,93,1,1,1
7989,46,220,552,39,89,1,1,1
7990,46,221,553,37,88,1,1,1
7991,46,218,553,37,88,1,1,1
7992,46,218,555,36,87,1,1,1
7993,46,218,554,36,91,1,1,1
7994,46,217,556,36,90,1,1,1
7995,46,218,559,34,87,1,1,1
7996,46,217,560,35,87,1,1,1
7997,46,216,559,35,89,1,1,1
7998,46,214,562,36,86,1,1,1
7999,46,212,562,37,87,1,1,1
8000,46,214,562,35,86,1,1,1
8001,46,213,563,34,86,1,1,1
8002,46,211,563,35,86,1,1,1
8004,46,210,563,34,86,1,1,1
8005,46,209,561,35,88,1,1,1
8006,46,209,562,34,87,1,1,1
8007,46,208,564,35,86,1,1,1
8008,46,207,565,36,85,1,1,1
8009,46,206,566,37,84,1,1,1
8010,46,206,568,36,82,1,1,1
8011,46,205,568,37,83,1,1,1
8012,46,205,568,36,81,1,1,1
8013,46,204,567,37,86,1,1,1
8014,46,204,568,36,86,1,1,1
8015,46,203,570,36,84,1,1,1
8016,46,203,570,36,84,1,1,1
8017,46,201,570,37,84,1,1,1
8018,46,200,570,36,84,1,1,1
8019,46,200,570,35,85,1,1,1
8020,46,198,569,35,87,1,1,1
8021,46,199,569,34,87,1,1,1
8022,46,199,570,32,87,1,1,1
8023,46,195,571,34,86,1,1,1
8024,46,194,570,34,88,1,1,1
8025,46,192,570,35,88,1,1,1
8026,46,191,571,35,87,1,1,1
8027,46,190,572,35,87,1,1,1
8028,46,189,573,35,86,1,1,1
8029,46,188,574,37,85,1,1,1
8030,46,187,574,37,85,1,1,1
8031,46,186,575,37,85,1,1,1
8032,46,185,575,37,86,1,1,1
8033,46,184,576,37,85,1,1,1
8034,46,183,576,36,87,1,1,1
8035,46,182,576,35,87,1,1,1
8036,46,181,576,35,88,1,1,1
8037,46,180,576,35,88,1,1,1
8038,46,179,575,35,91,1,1,1
8039,46,177,574,36,93,1,1,1
8040,46,176,574,38,93,1,1,1
8042,46,174,575,39,94,1,1,1
8043,46,174,577,38,91,1,1,1
8044,46,175,578,37,88,1,1,1
8045,46,173,578,38,90,1,1,1
8046,46,172,577,35,91,1,1,1
8047,46,171,576,35,92,1,1,1
8048,46,169,575,36,94,1,1,1
8049,46,169,576,36,93,1,1,1
8050,46,169,576,36,93,1,1,1
8051,46,168,577,36,92,1,1,1
8052,46,166,577,37,92,1,1,1
8053,46,165,578,38,91,1,1,1
8054,46,164,578,38,91,1,1,1
8056,46,164,578,38,92,1,1,1
8057,46,163,578,38,93,1,1,1
8058,46,161,578,40,95,1,1,1
8059,46,161,579,40,97,1,1,1
8060,46,160,580,40,97,1,1,1
8061,46,160,581,38,95,1,1,1
8062,46,159,581,37,96,1,1,1
8063,46,156,582,40,97,1,1,1
8064,46,154,583,40,98,1,1,1
8065,46,155,584,38,96,1,1,1
8066,46,152,585,41,95,1,1,1
8067,46,151,584,41,98,1,1,1
8074,46,146,587,41,96,1,1,1
8076,46,146,588,41,96,1,1,1
8077,46,144,589,43,96,1,1,1
8078,46,141,591,46,95,1,1,1
8079,46,142,593,44,94,1,1,1
8080,46,140,592,44,98,1,1,1
8081,46,141,593,43,100,1,1,1
8082,46,140,593,44,98,1,1,1
8083,46,140,594,43,97,1,1,1
8084,46,139,595,42,96,1,1,1
8085,46,139,597,41,94,1,1,1
8086,46,139,597,40,93,1,1,1
8087,46,137,596,41,95,1,1,1
8088,46,136,596,42,94,1,1,1
8089,46,135,596,41,93,1,1,1
8090,46,134,599,43,90,1,1,1
8091,46,132,598,42,92,1,1,1
8092,46,132,598,41,92,1,1,1
8093,46,128,599,44,95,1,1,1
8094,46,127,600,45,95,1,1,1
8095,46,125,601,45,97,1,1,1
8096,46,122,602,48,96,1,1,1
8097,46,122,603,47,95,1,1,1
8098,46,120,604,49,94,1,1,1
8099,46,118,605,50,93,1,1,1
8100,46,119,605,48,93,1,1,1
8101,46,119,605,47,93,1,1,1
8102,46,118,605,46,93,1,1,1
8103,46,116,605,44,93,1,1,1
8104,46,114,605,44,93,1,1,1
8105,46,114,605,41,93,1,1,1
8106,46,112,605,41,92,1,1,1
8107,46,112,604,41,94,1,1,1
8108,46,110,604,43,94,1,1,1
8109,46,109,604,43,95,1,1,1
8110,46,108,605,43,95,1,1,1
8111,46,107,606,43,96,1,1,1
8112,46,104,606,46,97,1,1,1
8113,46,103,607,45,98,1,1,1
8114,46,103,608,44,98,1,1,1
8115,46,103,609,43,99,1,1,1
8116,46,102,609,44,99,1,1,1
8117,46,101,609,43,100,1,1,1
8118,46,100,609,44,100,1,1,1
8119,46,99,609,44,100,1,1,1
8120,46,98,610,44,100,1,1,1
8121,46,98,609,43,101,1,1,1
8122,46,96,610,45,100,1,1,1
8123,46,94,611,45,99,1,1,1
8124,46,95,612,43,98,1,1,1
8125,46,96,613,41,97,1,1,1
8126,46,94,613,42,99,1,1,1
8127,46,92,614,43,100,1,1,1
8128,46,92,615,43,101,1,1,1
8129,46,90,615,44,101,1,1,1
8130,46,88,616,45,101,1,1,1
8131,46,88,617,43,101,1,1,1
8132,46,87,618,43,100,1,1,1
8133,46,87,619,42,101,1,1,1
8134,46,85,620,43,101,1,1,1
8135,46,83,621,44,101,1,1,1
8136,46,82,621,44,101,1,1,1
8137,46,80,621,45,100,1,1,1
8138,46,78,621,45,101,1,1,1
8139,46,77,621,43,101,1,1,1
8140,46,75,621,45,102,1,1,1
8141,46,73,621,46,101,1,1,1
8142,46,71,621,47,102,1,1,1
8143,46,70,622,47,100,1,1,1
8144,46,70,623,46,100,1,1,1
8145,46,66,624,50,100,1,1,1
8146,46,65,624,44,102,1,1,1
8147,46,65,626,42,100,1,1,1
8148,46,64,626,43,102,1,1,1
8149,46,63,628,43,101,1,1,1
8150,46,62,629,41,99,1,1,1
8151,46,62,628,42,102,1,1,1
8152,46,61,628,44,102,1,1,1
8153,46,60,631,45,99,1,1,1
8154,46,60,632,44,98,1,1,1
8155,46,60,632,44,99,1,1,1
8156,46,58,633,44,98,1,1,1
8157,46,57,634,44,97,1,1,1
8158,46,55,634,45,97,1,1,1
8159,46,55,636,44,95,1,1,1
8160,46,54,637,44,95,1,1,1
8161,46,53,637,43,98,1,1,1
8162,46,51,637,46,99,1,1,1
